year,isu_nm,cour_div,term,department,time_room,campus,prof_nm,waiting_yn,cour_nm,dept_cd,cour_cls,time,apply_dept
2022,전공필수,11,1R,간호학과,화(3) 우정간호학관 307호,서울,송준아,N,간호학개론,233,0,1(1),
2022,전공선택,10,1R,간호학과,수(1-2) 우정간호학관 101호,서울,김경해,N,건강과식이(영강),233,0,2(2),
2022,전공선택,10,1R,간호학과,월(3-4) 우정간호학관 101호,서울,김이랑,N,간호정보학및실습,233,0,2(2),
2022,전공선택,10,1R,간호학과,화(1-2) 우정간호학관 101호,서울,설근희,N,기초간호과학II,233,0,2(2),
2022,전공선택,10,1R,간호학과,화(5-6) 우정간호학관 101호,서울,신유경,N,기초간호과학III,233,0,3(3),
2022,전공선택,10,1R,간호학과,화(4) 우정간호학관 101호,서울,이창규,N,병원미생물학,233,0,1(1),
2022,전공선택,10,1R,간호학과,수(3-4) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,1,1(2),
2022,전공선택,10,1R,간호학과,수(5-6) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,2,1(2),
2022,전공선택,10,1R,간호학과,수(7-8) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,3,1(2),
2022,전공선택,10,1R,간호학과,목(1-2) 우정간호학관 101호,서울,서문경애,N,간호통계,233,0,2(2),
2022,전공필수,11,1R,간호학과,목(3-4) 우정간호학관 101호,서울,장성옥,N,기본간호학I,233,0,2(2),
2022,전공선택,10,1R,간호학과,목(5-6) 우정간호학관 101호,서울,장성옥,N,기본간호학실습I,233,1,1(2),
2022,전공선택,10,1R,간호학과,금(3-4) 우정간호학관 101호,서울,박원희,N,기본간호학실습I,233,2,1(2),
2022,전공선택,10,1R,간호학과,금(6-7) 우정간호학관 101호,서울,박원희,N,기본간호학실습I,233,3,1(2),
2022,전공필수,11,1R,간호학과,"수(4) 우정간호학관 201호<br>
금(2) 우정간호학관 201호",서울,"신나미,박수경",N,성인간호학I,233,0,3(3),
2022,전공선택,10,1R,간호학과,"화(4-5) 우정간호학관 201호<br>
목(1) 우정간호학관 201호",서울,"신나미,김경해",N,성인간호학II,233,0,3(3),
2022,전공선택,10,1R,간호학과,"화(6) 우정간호학관 201호<br>
수(5-6) 우정간호학관 201호",서울,"박수경,김성렬",N,성인간호학III,233,0,3(3),
2022,전공선택,10,1R,간호학과,,서울,박수경,N,성인간호학실습II,233,1,2(6),
2022,전공선택,10,1R,간호학과,,서울,김성렬,N,성인간호학실습II,233,2,2(6),
2022,전공선택,10,1R,간호학과,,서울,김경해,N,성인간호학실습II,233,3,2(6),
2022,전공선택,10,1R,간호학과,"화(4-5) 우정간호학관 401호<br>
목(4-5) 우정간호학관 401호",서울,김이랑,N,간호전문직과윤리,233,0,2(2),
2022,전공필수,11,1R,간호학과,"수(1-2) 우정간호학관 201호<br>
목(4) 우정간호학관 201호",서울,오원옥,N,아동간호학I,233,0,3(3),
2022,전공필수,11,1R,간호학과,"화(1-2) 우정간호학관 201호<br>
목(2) 우정간호학관 201호",서울,신현정,N,모성간호학I,233,0,3(3),
2022,전공선택,10,1R,간호학과,목(6-7) 우정간호학관 201호,서울,송준아,N,노인간호학,233,0,2(2),
2022,전공선택,10,1R,간호학과,우정간호학관 307호,서울,"설근희,서은혜",N,간호학실습입문,233,1,2(6),
2022,전공선택,10,1R,간호학과,우정간호학관 307호,서울,서은혜,N,간호학실습입문,233,2,2(6),
2022,전공선택,10,1R,간호학과,,서울,천홍진,N,간호학실습입문,233,3,2(6),
2022,전공선택,10,1R,간호학과,,서울,한지희,N,아동간호학실습,233,1,3(9),
2022,전공선택,10,1R,간호학과,,서울,"오원옥,한지희",N,아동간호학실습,233,2,3(9),
2022,전공선택,10,1R,간호학과,,서울,오원옥,N,아동간호학실습,233,3,3(9),
2022,전공선택,10,1R,간호학과,"화(1-2) 우정간호학관 401호<br>
수(1-2) 우정간호학관 401호",서울,한금선,N,정신간호학II,233,0,3(3),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,1,3(9),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,2,3(9),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,3,3(9),
2022,전공선택,10,1R,간호학과,"수(4-6) 우정간호학관 401호<br>
목(1-2) 우정간호학관 401호",서울,문지현,N,지역사회간호학Ⅰ,233,0,3(3),
2022,전공필수,11,1R,간호학과,화(3) 우정간호학관 307호,서울,송준아,N,간호학개론,233,0,1(1),
2022,전공선택,10,1R,간호학과,수(1-2) 우정간호학관 101호,서울,김경해,N,건강과식이(영강),233,0,2(2),
2022,전공선택,10,1R,간호학과,월(3-4) 우정간호학관 101호,서울,김이랑,N,간호정보학및실습,233,0,2(2),
2022,전공선택,10,1R,간호학과,화(1-2) 우정간호학관 101호,서울,설근희,N,기초간호과학II,233,0,2(2),
2022,전공선택,10,1R,간호학과,화(5-6) 우정간호학관 101호,서울,신유경,N,기초간호과학III,233,0,3(3),
2022,전공선택,10,1R,간호학과,화(4) 우정간호학관 101호,서울,이창규,N,병원미생물학,233,0,1(1),
2022,전공선택,10,1R,간호학과,수(3-4) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,1,1(2),
2022,전공선택,10,1R,간호학과,수(5-6) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,2,1(2),
2022,전공선택,10,1R,간호학과,수(7-8) 우정간호학관 101호,서울,"설근희,신유경",N,기초간호과학실습II,233,3,1(2),
2022,전공선택,10,1R,간호학과,목(1-2) 우정간호학관 101호,서울,서문경애,N,간호통계,233,0,2(2),
2022,전공필수,11,1R,간호학과,목(3-4) 우정간호학관 101호,서울,장성옥,N,기본간호학I,233,0,2(2),
2022,전공선택,10,1R,간호학과,목(5-6) 우정간호학관 101호,서울,장성옥,N,기본간호학실습I,233,1,1(2),
2022,전공선택,10,1R,간호학과,금(3-4) 우정간호학관 101호,서울,박원희,N,기본간호학실습I,233,2,1(2),
2022,전공선택,10,1R,간호학과,금(6-7) 우정간호학관 101호,서울,박원희,N,기본간호학실습I,233,3,1(2),
2022,전공필수,11,1R,간호학과,"수(4) 우정간호학관 201호<br>
금(2) 우정간호학관 201호",서울,"신나미,박수경",N,성인간호학I,233,0,3(3),
2022,전공선택,10,1R,간호학과,"화(4-5) 우정간호학관 201호<br>
목(1) 우정간호학관 201호",서울,"신나미,김경해",N,성인간호학II,233,0,3(3),
2022,전공선택,10,1R,간호학과,"화(6) 우정간호학관 201호<br>
수(5-6) 우정간호학관 201호",서울,"박수경,김성렬",N,성인간호학III,233,0,3(3),
2022,전공선택,10,1R,간호학과,,서울,박수경,N,성인간호학실습II,233,1,2(6),
2022,전공선택,10,1R,간호학과,,서울,김성렬,N,성인간호학실습II,233,2,2(6),
2022,전공선택,10,1R,간호학과,,서울,김경해,N,성인간호학실습II,233,3,2(6),
2022,전공선택,10,1R,간호학과,"화(4-5) 우정간호학관 401호<br>
목(4-5) 우정간호학관 401호",서울,김이랑,N,간호전문직과윤리,233,0,2(2),
2022,전공필수,11,1R,간호학과,"수(1-2) 우정간호학관 201호<br>
목(4) 우정간호학관 201호",서울,오원옥,N,아동간호학I,233,0,3(3),
2022,전공필수,11,1R,간호학과,"화(1-2) 우정간호학관 201호<br>
목(2) 우정간호학관 201호",서울,신현정,N,모성간호학I,233,0,3(3),
2022,전공선택,10,1R,간호학과,목(6-7) 우정간호학관 201호,서울,송준아,N,노인간호학,233,0,2(2),
2022,전공선택,10,1R,간호학과,우정간호학관 307호,서울,"설근희,서은혜",N,간호학실습입문,233,1,2(6),
2022,전공선택,10,1R,간호학과,우정간호학관 307호,서울,서은혜,N,간호학실습입문,233,2,2(6),
2022,전공선택,10,1R,간호학과,,서울,천홍진,N,간호학실습입문,233,3,2(6),
2022,전공선택,10,1R,간호학과,,서울,한지희,N,아동간호학실습,233,1,3(9),
2022,전공선택,10,1R,간호학과,,서울,"오원옥,한지희",N,아동간호학실습,233,2,3(9),
2022,전공선택,10,1R,간호학과,,서울,오원옥,N,아동간호학실습,233,3,3(9),
2022,전공선택,10,1R,간호학과,"화(1-2) 우정간호학관 401호<br>
수(1-2) 우정간호학관 401호",서울,한금선,N,정신간호학II,233,0,3(3),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,1,3(9),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,2,3(9),
2022,전공선택,10,1R,간호학과,,서울,신현정,N,모성간호학실습,233,3,3(9),
2022,전공선택,10,1R,간호학과,"수(4-6) 우정간호학관 401호<br>
목(1-2) 우정간호학관 401호",서울,문지현,N,지역사회간호학Ⅰ,233,0,3(3),
2022,전공선택,10,1R,경영학과,"화(2) 현차관 209호<br>
목(2) 현차관 209호",서울,나현승,N,Topic Course(영강),142,0,3(3),*Course Topic : 기업의인수합병과구조조정
2022,전공선택,10,1R,경영학과,수(6-8) ,서울,이재혁,N,사회적가치와지속가능경영,142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,박광태,N,경영수학,142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(3-4) 현차관 301호<br>
목(3-4) 현차관 301호",서울,임희주,N,경영수학(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"화(5) L-P 108호<br>
목(5) L-P 108호",서울,조경아,N,세계경제와기업(영강),142,0,3(3),
2022,전공필수,11,1R,경영학과,"화(5) 현차관403<br>
목(5) 현차관403",서울,김상용,N,마케팅원론,142,1,3(3),
2022,전공필수,11,1R,경영학과,"월(6) <br>
수(6) ",서울,류강석,N,마케팅원론,142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(1) <br>
수(1) ",서울,유시진,N,마케팅원론(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(1) L-P 108호<br>
목(1) L-P 108호",서울,Tony C. Garrett,N,마케팅원론(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(6) L-P 530호<br>
목(6) L-P 530호",서울,유원상,N,마케팅원론(영강),142,5,3(3),
2022,전공필수,11,1R,경영학과,"화(2) 현차관 B205호<br>
목(2) 현차관 B205호",서울,한규홍,N,마케팅원론(영강),142,6,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,윤성아,N,마케팅원론(영강),142,7,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,박경서,N,재무관리(영강),142,1,3(3),
2022,전공필수,11,1R,경영학과,"화(2) 현차관 303호<br>
목(2) 현차관 303호",서울,김중혁,N,재무관리(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"화(5) 현차관 209호<br>
목(5) 현차관 209호",서울,나현승,N,재무관리(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"월(5) <br>
수(5) ",서울,이동욱,N,재무관리(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(5) 현차관 B205호<br>
목(5) 현차관 B205호",서울,황준호,N,재무관리(영강),142,5,3(3),
2022,전공필수,11,1R,경영학과,"화(1) 과도관 408호<br>
목(1) 과도관 408호",서울,황인준,N,재무관리,142,6,3(3),*공과대학 수강신청 가능
2022,전공필수,11,1R,경영학과,금(1-2) 현차관 B205호,서울,정재웅,N,재무관리,142,7,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,박광태,N,오퍼레이션스관리,142,1,3(3),
2022,전공필수,11,1R,경영학과,"월(6) <br>
수(6) ",서울,김병조,N,오퍼레이션스관리(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(5) <br>
수(5) ",서울,신호정,N,오퍼레이션스관리(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(5) 현차관 301호<br>
목(5) 현차관 301호",서울,이현석,N,오퍼레이션스관리(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(3-4) 현차관 303호<br>
목(3-4) 현차관 303호",서울,이남경,N,오퍼레이션스관리(영강),142,5,3(3),
2022,전공필수,11,1R,경영학과,"화(6) 현차관 B301호<br>
목(6) 현차관 B301호",서울,김정현,N,오퍼레이션스관리(영강),142,6,3(3),
2022,전공필수,11,1R,경영학과,"화(7-8) 현차관 301호<br>
목(7-8) 현차관 301호",서울,임희주,N,오퍼레이션스관리(영강),142,7,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,권수영,N,중급회계I,142,1,3(3),
2022,전공필수,11,1R,경영학과,"월(5) <br>
수(5) ",서울,윤성수,N,중급회계I,142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,최우석,N,중급회계I(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(6) 현차관 303호<br>
목(6) 현차관 303호",서울,지승민,N,중급회계I(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(5) 현차관 B204호<br>
목(5) 현차관 B204호",서울,유지송,N,중급회계I(영강),142,5,3(3),
2022,전공필수,11,1R,경영학과,"화(6) 현차관 B205호<br>
목(6) 현차관 B205호",서울,김재영,N,중급회계I(영강),142,6,3(3),
2022,전공필수,11,1R,경영학과,"화(7-8) 현차관 B205호<br>
목(7-8) 현차관 B205호",서울,김재영,N,중급회계I(영강),142,7,3(3),
2022,전공필수,11,1R,경영학과,"월(3-4) <br>
수(3-4) ",서울,최우석,N,중급회계I(영강),142,8,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,배길수,N,중급회계II,142,1,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,배진한,N,중급회계II(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,한재민,N,경영정보시스템,142,1,3(3),
2022,전공필수,11,1R,경영학과,"월(1) <br>
수(1) ",서울,홍세준,N,경영정보시스템,142,2,3(3),
2022,전공필수,11,1R,경영학과,"화(1) L-P 107호<br>
목(1) L-P 107호",서울,이재남,N,경영정보시스템(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(2) L-P 531호<br>
목(2) L-P 531호",서울,고병완,N,경영정보시스템(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(3-4) 현차관403<br>
목(3-4) 현차관403",서울,이건웅,N,경영정보시스템(영강),142,5,3(3),
2022,전공필수,11,1R,경영학과,"화(5) L-P 208호<br>
목(5) L-P 208호",서울,백지예,N,경영정보시스템(영강),142,6,3(3),
2022,전공필수,11,1R,경영학과,"화(7-8) 현차관 B206호<br>
목(7-8) 현차관 B206호",서울,박경배,N,경영정보시스템(영강),142,7,3(3),
2022,전공선택,10,1R,경영학과,"화(2) L-P 108호<br>
목(2) L-P 108호",서울,김기훈,N,비즈니스애널리틱스I(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,이두희,N,광고론,142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(1) L-P 206호<br>
목(1) L-P 206호",서울,최진희,N,광고론(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,김진배,N,관리회계,142,1,3(3),
2022,전공선택,10,1R,경영학과,"월(3-4) <br>
수(3-4) ",서울,유승원,N,관리회계(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"화(5) L-P 206호<br>
목(5) L-P 206호",서울,한승수,N,관리회계(영강),142,3,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,유시진,N,마케팅조사론(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(5) L-P 530호<br>
목(5) L-P 530호",서울,유원상,N,마케팅조사론(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,박경서,N,투자론(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"월(1) <br>
수(1) ",서울,김배호,N,투자론(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"화(6) 현차관 209호<br>
목(6) 현차관 209호",서울,손범진,N,투자론(영강),142,3,3(3),
2022,전공선택,10,1R,경영학과,"화(5) 현차관 B201호<br>
목(5) 현차관 B201호",서울,이희범,N,투자론(영강),142,4,3(3),
2022,전공선택,10,1R,경영학과,화(7-9) 현차관 B201호,서울,남대일,N,벤처경영,142,1,3(3),*학과제한 없음
2022,전공선택,10,1R,경영학과,목(7-9) 현차관 B201호,서울,이준만,N,벤처경영,142,2,3(3),*학과제한 없음
2022,전공선택,10,1R,경영학과,화(7-9) 창의관 116호,서울,박진규,N,벤처경영,142,3,3(3),*학과제한 없음
2022,전공선택,10,1R,경영학과,"화(5) L-P 107호<br>
목(5) L-P 107호",서울,이동원,N,디지털플랫폼비즈니스,142,0,3(3),
2022,전공필수,11,1R,경영학과,"화(6) L-P 531호<br>
목(6) L-P 531호",서울,권성우,N,조직행동론(영강),142,1,3(3),
2022,전공필수,11,1R,경영학과,"화(1) 현차관403<br>
목(1) 현차관403",서울,이동섭,N,조직행동론(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,김태규,N,조직행동론(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(2) L-P 107호<br>
목(2) L-P 107호",서울,장진욱,N,조직행동론(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"월(1) <br>
수(1) ",서울,배보경,N,조직행동론,142,5,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,정창화,N,국제경영론,142,1,3(3),
2022,전공필수,11,1R,경영학과,"화(6) L-P 108호<br>
목(6) L-P 108호",서울,조경아,N,국제경영론(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"화(2) 현차관 B301호<br>
목(2) 현차관 B301호",서울,신덕정,N,국제경영론(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"화(1) 현차관412<br>
목(1) 현차관412",서울,김순성,N,국제경영론(영강),142,4,3(3),
2022,전공필수,11,1R,경영학과,"화(5) L-P 216호<br>
목(5) L-P 216호",서울,장종익,N,국제경영론(영강),142,5,3(3),
2022,전공선택,10,1R,경영학과,"화(1) L-P 531호<br>
목(1) L-P 531호",서울,고병완,N,소셜미디어애널리틱스(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,목(7-9) ,서울,Martin Hemmert,N,Korean Business & Management in the Global Context(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(1) <br>
수(1) ",서울,한재민,N,IT기반비즈니스모델,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(6-8) L-P 208호<br>
목(6-8) L-P 208호",서울,박종원,N,소비자행동,142,1,3(3),*1~2주차 수업 수강 필수(유연학기 과목이므로 1-2주차 수업을 듣지 못한 경우는 수강불가)
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,류강석,N,소비자행동,142,2,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,정재호,N,국제금융론(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(6) <br>
수(6) ",서울,윤성수,N,세무회계,142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,유승원,N,회계학이론,142,0,3(3),
2022,전공선택,10,1R,경영학과,금(5-6) 현차관403,서울,김동원,N,노사관계론,142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,김광현,N,인적자원관리(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(5) 현차관 B301호<br>
목(5) 현차관 B301호",서울,류지성,N,인적자원관리,142,2,3(3),
2022,전공선택,10,1R,경영학과,"화(1) 현차관 B204호<br>
목(1) 현차관 B204호",서울,이한상,N,고급회계,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(2) 현차관403<br>
목(2) 현차관403",서울,김상용,N,유통관리,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(6) 현차관403<br>
목(6) 현차관403",서울,이동섭,N,기업윤리,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(6) 현차관412<br>
목(6) 현차관412",서울,김희천,N,조직디자인과경쟁우위(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(1) 현차관 301호<br>
목(1) 현차관 301호",서울,이현석,N,서비스운영관리(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(6) <br>
수(6) ",서울,신호정,N,전략적수요및수익관리(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(1) 현차관 303호<br>
목(1) 현차관 303호",서울,김중혁,N,기업재무(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(2) L-P 208호<br>
목(2) L-P 208호",서울,박진관,N,기업재무(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,황준호,N,기업재무(영강),142,3,3(3),
2022,전공선택,10,1R,경영학과,"화(7-8) 현차관 303호<br>
목(7-8) 현차관 303호",서울,오준형,N,정보보안관리(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,김배호,N,선물옵션(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(6) 현차관 B206호<br>
목(6) 현차관 B206호",서울,김태진,N,선물옵션(영강),142,2,3(3),
2022,전공선택,10,1R,경영학과,금(5-6) 현차관 303호,서울,김재환,N,현대기아차글로벌마케팅전략,142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,김태규,N,비즈니스협상(영강),142,1,3(3),
2022,전공선택,10,1R,경영학과,"화(6) L-P 107호<br>
목(6) L-P 107호",서울,장진욱,N,비즈니스협상(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(6) <br>
수(6) ",서울,김언수,N,경영전략(영강),142,1,3(3),
2022,전공필수,11,1R,경영학과,"화(2) 현차관412<br>
목(2) 현차관412",서울,김영규,N,경영전략(영강),142,2,3(3),
2022,전공필수,11,1R,경영학과,"월(1) <br>
수(1) ",서울,이준만,N,경영전략(영강),142,3,3(3),
2022,전공필수,11,1R,경영학과,"월(2) <br>
수(2) ",서울,조명현,N,경영전략,142,4,3(3),
2022,전공필수,11,1R,경영학과,"월(5) <br>
수(5) ",서울,이재혁,N,경영전략,142,5,3(3),
2022,전공선택,10,1R,경영학과,"월(2) <br>
수(2) ",서울,홍세준,N,기술혁신관리:성공적Entrepreneurship의기초(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(6) L-P 206호<br>
목(6) L-P 206호",서울,김우찬,N,기업지배구조의이론과실제(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(6) <br>
수(6) ",서울,이동욱,N,채권론(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,김창기,N,위험관리(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(1) <br>
수(1) ",서울,유용근,N,기업가치평가,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(5) 현차관412<br>
목(5) 현차관412",서울,김영규,N,소셜네트워크와경쟁우위(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(5) 현차관 B206호<br>
목(5) 현차관 B206호",서울,김태진,N,금융기관경영론(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,"월(5) <br>
수(5) ",서울,임호순,N,품질경영,142,0,3(3),
2022,전공선택,10,1R,경영학과,"화(2) 현차관 301호<br>
목(2) 현차관 301호",서울,Tony C. Garrett,N,제품및브랜드관리(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,,서울,류지성,N,국내경영현장실습Ⅰ,142,0,3(0),
2022,전공선택,10,1R,경영학과,,서울,류지성,N,국내경영현장실습Ⅲ,142,0,6(0),
2022,전공선택,10,1R,경영학과,"월(7-8) <br>
수(7-8) ",서울,이장혁,N,인터넷마케팅(영강),142,0,3(3),
2022,전공선택,10,1R,경영학과,목(6-8) L-P 436호(SUPEX HALL),서울,배종석,N,글로벌CEO특강,142,0,3(3),
2022,전공선택,10,1R,경영학과,,서울,류지성,N,국내경영현장실습Ⅷ,142,0,12(0),
2022,전공선택,10,1R,공과대학,,서울,정태수,N,데이터과학기초(영강),4065,0,3(3),
2022,전공선택,10,1R,공과대학,,서울,이현경,N,공학인턴십II,4065,0,9(0),
2022,전공필수,11,1R,기계공학부,"화(6) 공학관 167호<br>
목(6) 공학관 167호",서울,임성균,N,열역학I(영강),4952,1,3(3),
2022,전공필수,11,1R,기계공학부,"화(1) <br>
목(1) ",서울,윤석구,N,열역학I(영강),4952,2,3(3),
2022,전공필수,11,1R,기계공학부,"화(5) 창의관 B113호<br>
목(5) 창의관 B113호",서울,심준형,N,열역학I(영강),4952,3,3(3),
2022,전공필수,11,1R,기계공학부,"월(5) 창의관 116호<br>
수(5) 창의관 116호",서울,김윤재,N,고체역학I(영강),4952,1,3(3),
2022,전공필수,11,1R,기계공학부,"월(5) 창의관 B114호<br>
수(5) 창의관 B114호",서울,송용남,N,고체역학I(영강),4952,2,3(3),
2022,전공필수,11,1R,기계공학부,"월(2) <br>
월(9) <br>
수(2) ",서울,최우천,N,기계제작법및실습,4952,0,3(4),
2022,전공필수,11,1R,기계공학부,금(1-2) ,서울,심재경,N,전산기이용기계제도,4952,1,2(3),
2022,전공필수,11,1R,기계공학부,금(5-6) ,서울,문두환,N,전산기이용기계제도(영강),4952,2,2(3),
2022,전공필수,11,1R,기계공학부,"화(2) <br>
목(2) ",서울,심재경,N,기구학,4952,0,3(3),
2022,전공선택,10,1R,기계공학부,"월(3-4) 창의관 B114호<br>
수(3-4) 창의관 B114호",서울,이호성,N,공업수학I(영강),4952,1,3(3),
2022,전공선택,10,1R,기계공학부,"월(1) <br>
수(1) ",서울,김혜정,N,공업수학I(영강),4952,2,3(3),
2022,전공필수,11,1R,기계공학부,"월(6) 창의관 116호<br>
수(6) 창의관 116호",서울,홍대희,N,동역학(영강),4952,0,3(3),
2022,전공필수,11,1R,기계공학부,"화(1) <br>
화(9) <br>
목(1) ",서울,임성균,N,창의적기계설계:캡스톤디자인(영강),4952,1,3(4),
2022,전공필수,11,1R,기계공학부,"(9) <br>
화(1) <br>
목(1) ",서울,노건우,N,창의적기계설계:캡스톤디자인(영강),4952,2,3(4),
2022,전공선택,10,1R,기계공학부,"월(5) 창의관 207호<br>
수(5) 창의관 207호",서울,강용태,N,열전달(영강),4952,1,3(3),
2022,전공선택,10,1R,기계공학부,"월(5) 창의관 205호<br>
수(5) 창의관 205호",서울,권오명,N,열전달,4952,2,3(3),
2022,전공필수,11,1R,기계공학부,"월(6) 아산이학관 230호<br>
수(6) 아산이학관 230호",서울,유동주,N,공학재료학(영강),4952,1,3(3),
2022,전공필수,11,1R,기계공학부,"월(6) 창의관 B113호<br>
수(6) 창의관 B113호",서울,한창수,N,공학재료학(영강),4952,2,3(3),
2022,전공필수,11,1R,기계공학부,"화(2) <br>
목(2) ",서울,이병양,N,공학재료학(영강),4952,3,3(3),
2022,전공선택,10,1R,기계공학부,"월(2) <br>
수(2) ",서울,문영준,N,유체역학II,4952,1,3(3),
2022,전공선택,10,1R,기계공학부,"월(2) <br>
수(2) ",서울,김혜정,N,유체역학II(영강),4952,2,3(3),
2022,전공필수,11,1R,기계공학부,금(1-2) 창의관 B102호,서울,송용남,N,기계공학실험I(영강),4952,1,1(3),
2022,전공필수,11,1R,기계공학부,금(5-6) 창의관 B102호,서울,윤성호,N,기계공학실험I(영강),4952,2,1(3),
2022,전공필수,11,1R,기계공학부,"금(3-4) 창의관 B102호<br>
금(7) 창의관 B102호",서울,이병양,N,기계공학실험I(영강),4952,3,1(3),
2022,전공선택,10,1R,기계공학부,"화(5) 창의관 B114호<br>
목(5) 창의관 B114호",서울,나성수,N,기계진동학,4952,0,3(3),
