id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
958,생명과학대학,서울,LIBS313,0,전공필수,생명과학부,생명과학실험Ⅴ(면역학),박세호,2(4),금(5-7) 하나과학관 112호,금(5-7),하나과학관,,
959,생명과학대학,서울,LIBS315,1,전공필수,생명과학부,생명과학실험Ⅶ(신경생물학),윤봉준 백자현,2(4),화(7-10) 하나과학관 110호,미정,하나과학관,,
960,생명과학대학,서울,LIBS315,2,전공필수,생명과학부,생명과학실험Ⅶ(신경생물학),조용철,2(4),월(7-10) 하나과학관 110호,미정,하나과학관,,
961,생명과학대학,서울,LIBS357,0,전공선택,생명과학부,생리학I,고영규,3(3),화(6) 하나과학관 지하 127호 목(6) 하나과학관 지하 127호,화(6),하나과학관,목(6),하나과학관
962,생명과학대학,서울,LIET219,0,전공필수,환경생태공학부,환경조경학,김민경,3(3),금(1-2) 생명과학관(서관) 201호,금(1-2),생명과학관서관,,
963,생명과학대학,서울,LIET221,0,전공선택,환경생태공학부,미생물자원학,윤원석,3(3),금(1-2) 생명과학관(서관)301호,금(1-2),생명과학관서관,,
964,생명과학대학,서울,LIET225,0,전공필수,환경생태공학부,환경미생물학(영강),박우준,3(3),화(6) 생명과학관(동관)104호 목(6) 생명과학관(동관)104호,화(6),생명과학관동관,목(6),생명과학관동관
965,생명과학대학,서울,LIET227,0,전공필수,환경생태공학부,환경과학(영강),김태욱,3(3),월(3-4) 생명과학관(서관) 201호 수(3-4) 생명과학관(서관) 201호,월(3-4),생명과학관서관,수(3-4),생명과학관서관
966,생명과학대학,서울,LIET235,0,전공필수,환경생태공학부,환경GIS및실습,서동조,3(4),목(5-7) 생명과학관(동관)109호,목(5-7),생명과학관동관,,
967,생명과학대학,서울,LIET237,0,전공필수,환경생태공학부,환경정보및계획학실습(영강),전성우,3(4),수(5-7) 생명과학관(동관)108호,수(5-7),생명과학관동관,,
968,생명과학대학,서울,LIET239,0,전공선택,환경생태공학부,환경분석화학및실험(영강),권정환,3(4),월(5-6) 생명과학관(서관) 335호 월(5-6) 생명과학관(서관) L102호,월(5-6),생명과학관서관,월(5-6),생명과학관서관
969,생명과학대학,서울,LIST201,2,학부공통,생명과학대학,세포생물학Ⅰ,최의주,3(3),월(2) 하나과학관 101호 수(2) 하나과학관 101호,월(2),하나과학관,수(2),하나과학관
970,생명과학대학,서울,LIST201,3,학부공통,생명과학대학,세포생물학Ⅰ(영강) (수업시간:12:00~13:15),김옥매,3(3),화(3-4) 하나과학관 지하 131호 목(3-4) 하나과학관 지하 131호,화(3-4),하나과학관,목(3-4),하나과학관
971,생명과학대학,서울,LIST201,4,학부공통,생명과학대학,세포생물학Ⅰ(영강) (수업시간:17:00~18:15),김충호,3(3),월(7-8) 하나과학관 109호 수(7-8) 하나과학관 109호,월(7-8),하나과학관,수(7-8),하나과학관
972,생명과학대학,서울,LIST203,1,학부공통,생명과학대학,미생물학Ⅰ,윤철원,3(3),화(5) 하나과학관 지하 109호 목(5) 하나과학관 지하 109호,화(5),하나과학관,목(5),하나과학관
973,생명과학대학,서울,LIST203,2,학부공통,생명과학대학,미생물학Ⅰ(영강),이은진,3(3),화(2) 하나과학관 지하 132호 목(2) 하나과학관 지하 132호,화(2),하나과학관,목(2),하나과학관
974,생명과학대학,서울,LIST203,3,학부공통,생명과학대학,미생물학Ⅰ,김범석,3(3),월(5) 생명과학관(동관)101호 수(5) 생명과학관(동관)101호,월(5),생명과학관동관,수(5),생명과학관동관
975,생명과학대학,서울,LIST301,1,학부공통,생명과학대학,분자생물학Ⅰ,백경희 신정섭,3(3),월(2) 하나과학관 109호 수(2) 하나과학관 109호,월(2),하나과학관,수(2),하나과학관
976,생명과학대학,서울,LIST301,2,학부공통,생명과학대학,분자생물학Ⅰ(영강),오은규 우재성,3(3),월(6) 하나과학관 101호 수(6) 하나과학관 101호,월(6),하나과학관,수(6),하나과학관
977,이과대학,서울,CHEM458,0,전공선택,화학과,물리화학III(영강),심상희,3(3),화(2) 아산이학관 331호 목(2) 아산이학관 331호,화(2),아산이학관,목(2),아산이학관
978,이과대학,서울,CHEM469,0,전공선택,화학과,재료화학,홍창섭,3(3),화(5) 아산이학관 230호 목(5) 아산이학관 230호,화(5),아산이학관,목(5),아산이학관
979,1학년세미나,서울,GEKS005,BS,교양,교양교육원,1학년세미나Ⅰ 경영학과,조명현,1(1),미정,미정,미정,,
980,1학년세미나,서울,GEKS005,BT,교양,교양교육원,1학년세미나Ⅰ 경영학과,지승민,1(1),미정,미정,미정,,
981,1학년세미나,서울,GEKS005,BU,교양,교양교육원,1학년세미나Ⅰ 경영학과,최우석,1(1),미정,미정,미정,,
982,1학년세미나,서울,GEKS005,BV,교양,교양교육원,1학년세미나Ⅰ 경영학과,편주현,1(1),미정,미정,미정,,
983,1학년세미나,서울,GEKS005,BW,교양,교양교육원,1학년세미나Ⅰ 경영학과,한승수,1(1),미정,미정,미정,,
984,1학년세미나,서울,GEKS005,BX,교양,교양교육원,1학년세미나Ⅰ 경영학과,한재민,1(1),미정,미정,미정,,
985,1학년세미나,서울,GEKS005,BY,교양,교양교육원,1학년세미나Ⅰ 경영학과,홍세준,1(1),미정,미정,미정,,
986,1학년세미나,서울,GEKS005,BZ,교양,교양교육원,1학년세미나Ⅰ 경영학과,황준호,1(1),미정,미정,미정,,
987,이과대학,서울,MATH333,1,전공필수,수학과,위상수학Ⅰ,오승상,3(3),화(6) 아산이학관 111호 목(6) 아산이학관 111호,화(6),아산이학관,목(6),아산이학관
988,이과대학,서울,MATH343,1,전공선택,수학과,확률과통계및연습,최기봉,3(3),화(7-8) 아산이학관 111호 목(7) 아산이학관 111호,화(7-8),아산이학관,목(7),아산이학관
989,이과대학,서울,MATH453,1,전공선택,수학과,실해석학  ,최부림,3(3),월(2) 아산이학관 117호 수(2) 아산이학관 117호,월(2),아산이학관,수(2),아산이학관
990,이과대학,서울,MATH458,1,전공선택,수학과,해석학특강(영강)  ,김일두,3(3),월(7-8) 아산이학관 111호 수(7) 아산이학관 111호,월(7-8),아산이학관,수(7),아산이학관
991,이과대학,서울,MATH481,1,전공선택,수학과,편미분방정식및연습(영강),김도윤,3(3),월(3) 아산이학관 111호 수(3-4) 아산이학관 111호,월(3),아산이학관,수(3-4),아산이학관
992,이과대학,서울,MATH487,1,전공선택,수학과,응용수학특강(영강),김준석,3(3),화(2) 이학관542 목(2) 이학관542,화(2),이학관,목(2),이학관
993,이과대학,서울,MATH488,1,전공선택,수학과,확률론특강  ,김바라,3(3),화(7-8) 아산이학관 117호 목(7) 아산이학관 117호,화(7-8),아산이학관,목(7),아산이학관
994,의과대학,서울,MEDI245,2,전공필수,의학과,의학오디세이Ⅰ 노인학,고재철 이정구조경환 한승범김도훈 남가은전상호,1(1),의대 제2강의실,미정,의대,,
995,의과대학,서울,MEDI245,3,전공필수,의학과,의학오디세이Ⅰ 지역사회 일차의료,박석원 박주현조경환 김선미김도훈 김양현남가은,1(1),의대 제2강의실,미정,의대,,
996,의과대학,서울,MEDI245,4,전공필수,의학과,의학오디세이Ⅰ 극지의학,김남렬 김한겸송진원,1(1),의대 제2강의실,미정,의대,,
997,의과대학,서울,MEDI245,6,전공필수,의학과,의학오디세이Ⅰ 영화속 의사의 삶,박성흠,1(1),의대 제2강의실,미정,의대,,
998,의과대학,서울,MEDI247,0,전공필수,의학과,예방의학I,이은일 안형식최재욱 윤석준천병철 이원진,2(2),의대 제2강의실,미정,의대,,
999,의과대학,서울,MEDI251,0,전공필수,의학과,환자·의사·사회I:환자와의사,이수현 최윤선이영미 조금준최새별 강은주최윤지 안신영김양현 장영우김정아,1(1),의대 제2강의실,미정,의대,,
1000,의과대학,서울,MEDI301,0,전공필수,의학과,심장내과학임상실습,나승운 임상엽최철웅 박재형,2(4),미정,미정,미정,,
1001,ACADEMIC ENGLISH,서울,IFLS011,81,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),William du Plessis,1(2),화(1) 국제관 112호 목(1) 국제관 112호,화(1),국제관,목(1),국제관
1002,ACADEMIC ENGLISH,서울,IFLS011,82,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),Youn-Soo Chang,1(2),월(2) 국제관 511A호 수(2) 국제관 511A호,월(2),국제관,수(2),국제관
1003,ACADEMIC ENGLISH,서울,IFLS011,83,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),Youn-Soo Chang,1(2),월(3) 국제관 511A호 수(3) 국제관 511A호,월(3),국제관,수(3),국제관
1004,ACADEMIC ENGLISH,서울,IFLS011,84,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),Youn-Soo Chang,1(2),월(4) 국제관 511A호 수(4) 국제관 511A호,월(4),국제관,수(4),국제관
1005,ACADEMIC ENGLISH,서울,IFLS011,85,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),월쉬널래그첸드라베단,1(2),월(1) 국제관 414호 수(1) 국제관 414호,월(1),국제관,수(1),국제관
1006,ACADEMIC ENGLISH,서울,IFLS011,86,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),Youn-Soo Chang,1(2),화(1) 국제관 307A호 목(1) 국제관 307A호,화(1),국제관,목(1),국제관
1007,ACADEMIC ENGLISH,서울,IFLS011,87,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/공과대학 정보보호학부(2020학번 신입생 우선 신청),Youn-Soo Chang,1(2),화(2) 국제관 307A호 목(2) 국제관 307A호,화(2),국제관,목(2),국제관
1008,자유정의진리,서울,GELI001,7C,교양,교양교육원,자유정의진리Ⅰ  ,마선미,3(3),월(3-4) 교양관 410호 수(3-4) 교양관 410호,월(3-4),교양관,수(3-4),교양관
1009,자유정의진리,서울,GELI001,7D,교양,교양교육원,자유정의진리Ⅰ  ,마선미,3(3),월(5) 교양관 410호 수(5) 교양관 410호,월(5),교양관,수(5),교양관
1010,자유정의진리,서울,GELI001,7E,교양,교양교육원,자유정의진리Ⅰ  ,우성미,3(3),월(6) 교양관 410호 수(6) 교양관 410호,월(6),교양관,수(6),교양관
1011,자유정의진리,서울,GELI001,7F,교양,교양교육원,자유정의진리Ⅰ  ,우성미,3(3),월(7-8) 교양관 410호 수(7-8) 교양관 410호,월(7-8),교양관,수(7-8),교양관
1012,자유정의진리,서울,GELI001,7G,교양,교양교육원,자유정의진리Ⅰ  ,윤삼석,3(3),화(1) 교양관 410호 목(1) 교양관 410호,화(1),교양관,목(1),교양관
1013,자유정의진리,서울,GELI001,7H,교양,교양교육원,자유정의진리Ⅰ  ,오보라,3(3),화(2) 교양관 411호 목(2) 교양관 411호,화(2),교양관,목(2),교양관
1014,자유정의진리,서울,GELI001,7I,교양,교양교육원,자유정의진리Ⅰ  ,이상민,3(3),화(3-4) 교양관 404호 목(3-4) 교양관 404호,화(3-4),교양관,목(3-4),교양관
1015,자유정의진리,서울,GELI001,7J,교양,교양교육원,자유정의진리Ⅰ  ,최호원,3(3),화(5) 교양관 311호 목(5) 교양관 311호,화(5),교양관,목(5),교양관
1016,전공관련교양,서울,CHEM155,12,교양,이과대학,일반화학실험 의예과 20학번,최진주,1(3),화(2-4) 이학관별관 302호,화(2-4),이학관별관,,
1017,전공관련교양,서울,CHEM155,13,교양,이과대학,일반화학실험 의예과 20학번,이성언,1(3),화(2-4) 이학관별관 305호,화(2-4),이학관별관,,
1018,전공관련교양,서울,CHEM155,14,교양,이과대학,일반화학실험 의예과 20학번,박수홍,1(3),화(2-4) 이학관별관 307호,화(2-4),이학관별관,,
1019,전공관련교양,서울,CHEM155,15,교양,이과대학,일반화학실험 의예과 20학번,송운영,1(3),화(2-4) 이학관별관 309호,화(2-4),이학관별관,,
1020,전공관련교양,서울,CHEM155,16,교양,이과대학,일반화학실험 의예과 20학번,유화숙,1(3),화(2-4) 이학관별관605,화(2-4),이학관별관,,
1021,전공관련교양,서울,CHEM155,17,교양,이과대학,일반화학실험 의예과 20학번,박준영,1(3),화(2-4) 이학관별관607,화(2-4),이학관별관,,
1022,전공관련교양,서울,CHEM155,18,교양,이과대학,일반화학실험 바이오의공학부 20학번,최동선,1(3),목(7-9) 이학관별관 307호,목(7-9),이학관별관,,
1023,전공관련교양,서울,CHEM155,19,교양,이과대학,일반화학실험 바이오의공학부 20학번,박찬종,1(3),목(7-9) 이학관별관 309호,목(7-9),이학관별관,,
1024,선택교양,서울,KORE138,2,교양,국어국문학과,학업한국어강독 (외국인만 수강),노정은,2(3),월(1) 교양관 104호 수(1) 교양관 104호,월(1),교양관,수(1),교양관
1025,선택교양,서울,KORE139,1,교양,국어국문학과,"학업한국어듣기 (외국인만 수강)
※강의실변경: 신법관→교양관210호(월) 교양관209호(금)",전형길,3(3),월(2) 교양관 210호 금(2) 교양관 209호,월(2),교양관,금(2),교양관
1026,선택교양,서울,KORE139,2,교양,국어국문학과,"학업한국어듣기 (외국인만 수강)
",김지애,3(3),수(1) 교양관 404호 금(1) 교양관 404호,수(1),교양관,금(1),교양관
1027,선택교양,서울,KORE140,1,교양,국어국문학과,학업한국어작문 (외국인만 수강),전형길,2(3),월(3-4) 교양관 105호 금(3-4) 교양관 105호,월(3-4),교양관,금(3-4),교양관
1028,선택교양,서울,KORE140,2,교양,국어국문학과,학업한국어작문 (외국인만 수강),이주미,2(3),수(2) 교양관 302호 금(2) 교양관 302호,수(2),교양관,금(2),교양관
1029,선택교양,서울,KORE141,0,교양,국어국문학과,한국어의역사,문현수,3(3),월(2) 교양관 201호 수(2) 교양관 201호,월(2),교양관,수(2),교양관
1030,선택교양,서울,KORE146,0,교양,국어국문학과,한국어의사소통능력과리더십,도원영,3(3),화(3-4) 교양관 412호 목(3-4) 교양관 412호,화(3-4),교양관,목(3-4),교양관
1031,선택교양,서울,KORE153,0,교양,국어국문학과,한국현대문학의쟁점들,강웅식,3(3),화(7-8) 서관 307호 목(7-8) 서관 307호,화(7-8),서관,목(7-8),서관
1032,생명과학대학,서울,LIBT215,0,전공선택,생명공학부,동물생리학(영강),김대성,3(3),월(3-4) 생명과학관(서관) 401호 수(3-4) 생명과학관(서관) 401호,월(3-4),생명과학관서관,수(3-4),생명과학관서관
1033,사범대학,서울,FADM303,0,전공선택,패션디자인및머천다이징융합전공,패션저널리즘,지재원,3(3),금(5-6) 교육관 104호,금(5-6),운초우선교육관,,
1034,사범대학,서울,GEOG153,0,전공필수,지리교육과,인문지리학개론(영강) 담당교원변경예정-신임교수,김오석,3(3),월(5) 교육관 303호 수(5) 교육관 303호,월(5),운초우선교육관,수(5),운초우선교육관
